Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Zirconium Boride (ZrB2),B2Zr1(l),298.15,48.242,64.742,64.742,0.,-224.832,-229.067,40.132
Titanium Boride (TiB2),B2Ti1(l),298.15,44.279,56.365,56.365,0.,-188.029,-192.185,33.670
Trichloroboroxin (B3O3Cl3),B3Cl3O3(g),298.15,131.525,382.378,382.378,0.,-1631.760,-1549.034,271.384
Boron Oxide (B2O3),B2O3(l),298.15,62.802,78.443,78.443,0.,-1253.359,-1181.521,206.998
Zirconium Boride (ZrB2),"B2Zr1(cr,l)",298.15,48.242,35.941,35.941,0.,-322.586,-318.234,55.753
Trifluoroboroxin (B3O3F3),B3F3O3(cr),298.15,125.520,217.568,217.568,0.,-2453.916,-2331.126,408.404
Trifluoroboroxin (B3O3F3),B3F3O3(g),298.15,115.012,342.454,342.454,0.,-2365.215,-2279.660,399.387
Boroxin (B3H3O3),B3H3O3(cr),298.15,98.324,167.360,167.360,0.,-1262.313,-1156.803,202.667
Lithium Tetrahydroborate (LiBH4),B1H4Li1(cr),298.15,82.539,75.815,75.815,0.,-190.464,-124.733,21.853
Boroxin (B3H3O3),B3H3O3(g),298.15,87.831,291.907,291.907,0.,-1217.544,-1149.168,201.329
Fluoroboroxin (B3H2O3F),B3F1H2O3(g),298.15,95.245,314.841,314.841,0.,-1598.288,-1526.000,267.349
Borazine (B3H6N3),B3H6N3(g),298.15,96.927,288.723,288.723,0.,-510.030,-388.315,68.031
Potassium Borate (K2B4O7),B4K2O7(l),298.15,170.498,237.120,237.120,0.,-3289.042,-3100.143,543.132
Potassium Borate (K2B4O7),"B4K2O7(cr,l)",298.15,170.498,208.363,208.363,0.,-3334.230,-3136.756,549.547
Difluoroboroxin (B3HO3F2),B3F2H1O3(g),298.15,103.528,328.994,328.994,0.,-1987.400,-1908.582,334.376
Lithium Borate (Li2B4O7),B4Li2O7(l),298.15,181.146,173.375,173.375,0.,-3317.715,-3131.030,548.543
Lithium Borate (Li2B4O7),"B4Li2O7(cr,l)",298.15,183.050,155.645,155.645,0.,-3362.262,-3170.291,555.422
Magnesium Boride (MgB4),B4Mg1(cr),298.15,70.333,51.923,51.923,0.,-105.018,-103.801,18.185
Lithium Borate (Li2B4O7),B4Li2O7(cr),298.15,183.050,155.645,155.645,0.,-3362.262,-3170.291,555.422
Sodium Borate (Na2B4O7),B4Na2O7(l),298.15,187.443,194.636,194.636,0.,-3256.658,-3062.973,536.620
Sodium Borate (Na2B4O7),B4Na2O7(cr),298.15,186.774,189.490,189.490,0.,-3276.741,-3081.522,539.870
Sodium Borate (Na2B4O7),"B4Na2O7(cr,l)",298.15,186.774,189.490,189.490,0.,-3276.741,-3081.522,539.870
Lead Borate (PbB4O7),B4O7Pb1(cr),298.15,168.197,166.942,166.942,0.,-2857.672,-2667.096,467.264
Potassium Borate (K2B6O10),B6K2O10(cr),298.15,261.918,251.040,251.040,0.,-4633.529,-4353.554,762.725
Pentaborane (B5H9),B5H9(g),298.15,93.818,275.410,275.410,0.,73.220,175.133,-30.683
Lithium Borate (Li2B6O10),B6Li2O10(cr),298.15,293.215,188.280,188.280,0.,-4659.888,-4382.421,767.782
Sodium Borate (Na2B6O10),B6Na2O10(cr),298.15,243.509,232.212,232.212,0.,-4580.476,-4302.768,753.827
Boric Acid ((HBO2)3),B3H3O6(g),298.15,137.265,347.567,347.567,0.,-2271.912,-2128.384,372.884
Pentaborane (B5H9),B5H9(l),298.15,151.126,184.330,184.330,0.,42.844,171.913,-30.118
Lead Borate (PbB6O10),B6O10Pb1(cr),298.15,230.957,203.342,203.342,0.,-4196.552,-3921.603,687.049
Potassium Borate (K2B8O13),"B8K2O13(cr,l)",298.15,321.289,293.717,293.717,0.,-5945.129,-5582.653,978.058
Decaborane (B10H14),B10H14(cr),298.15,217.953,176.565,176.565,0.,-28.870,208.617,-36.549
Potassium Borate (K2B8O13),B8K2O13(cr),298.15,321.289,293.717,293.717,0.,-5945.129,-5582.653,978.058
Decaborane (B10H14),"B10H14(cr,l)",298.15,217.953,176.565,176.565,0.,-28.870,208.617,-36.549
Decaborane (B10H14),B10H14(l),298.15,221.208,234.935,234.935,0.,-7.133,212.950,-37.308
Lead Borate (Pb2B10O17),B10O17Pb2(cr),298.15,406.685,352.711,352.711,0.,-7087.696,-6616.932,1159.259
Lithium Borate (Li2B8O13),B8Li2O13(cr),298.15,325.515,265.266,265.266,0.,-5914.377,-5564.637,974.901
Decaborane (B10H14),B10H14(g),298.15,179.581,352.159,352.159,0.,47.279,232.412,-40.718
Potassium Borate (K2B8O13),B8K2O13(l),298.15,323.088,324.085,324.085,0.,-5872.537,-5519.114,966.926
Barium (Ba),Ba1(ref),298.15,28.096,62.475,62.475,0.,0.,0.,0.
Barium (Ba),Ba1(cr),298.15,28.096,62.475,62.475,0.,0.,0.,0.
Barium (Ba),Ba1(l),298.15,28.096,66.328,66.328,0.,4.985,3.837,-0.672
Barium (Ba),"Ba1(cr,l)",298.15,28.096,62.475,62.475,0.,0.,0.,0.
Barium (Ba),Ba1(g),298.15,20.786,170.245,170.245,0.,179.075,146.944,-25.744
Barium Bromide (BaBr2),Ba1Br2(cr),298.15,77.015,148.532,148.532,0.000,-757.722,-738.000,129.295
"Barium, Ion (Ba+)",Ba1+(g),298.15,20.786,176.008,176.008,0.,688.126,648.021,-113.531
Barium Bromide (BaBr2),Ba1Br2(l),298.15,77.015,172.108,172.108,0.000,-730.193,-717.500,125.703
Barium Bromide (BaBr),Ba1Br1(g),298.15,36.996,270.395,270.395,0.,-110.587,-149.888,26.260
Barium Bromide (BaBr2),"Ba1Br2(cr,l)",298.15,77.015,148.532,148.532,0.000,-757.722,-738.000,129.295
Barium Bromide (BaBr2),Ba1Br2(g),298.15,57.029,342.067,342.067,0.,-424.676,-462.656,81.055
Barium Chloride (BaCl),Ba1Cl1(g),298.15,36.436,258.643,258.643,0.,-142.256,-167.488,29.343
Barium Chloride (BaCl2),Ba1Cl2(cr),298.15,75.140,123.666,123.666,0.000,-858.557,-810.290,141.959
Barium Chloride (BaCl2),"Ba1Cl2(cr,l)",298.15,75.140,123.666,123.666,0.000,-858.557,-810.290,141.959
Barium Chloride (BaCl2),Ba1Cl2(l),298.15,75.140,143.518,143.518,0.000,-832.467,-790.119,138.426
Barium Chloride (BaCl2),Ba1Cl2(g),298.15,56.160,325.736,325.736,0.,-498.733,-510.713,89.475
Barium Fluoride (BaF),Ba1F1(g),298.15,34.748,246.228,246.228,0.,-322.168,-346.723,60.744
"Barium Fluoride, Ion (BaF+)",Ba1F1+(g),298.15,34.073,238.955,238.955,0.,150.206,121.564,-21.298
Barium Fluoride (BaF2),Ba1F2(cr),298.15,72.204,96.397,96.397,0.000,-1208.758,-1158.410,202.949
Barium Fluoride (BaF2),Ba1F2(l),298.15,72.203,121.254,121.254,0.000,-1171.294,-1128.357,197.684
Barium Fluoride (BaF2),"Ba1F2(cr,l)",298.15,72.204,96.397,96.397,0.000,-1208.758,-1158.410,202.949
Barium Hydroxide (BaOH),Ba1H1O1(g),298.15,46.356,252.893,252.893,0.,-226.440,-233.150,40.847
Barium Fluoride (BaF2),Ba1F2(g),298.15,53.780,301.297,301.297,0.,-803.746,-814.489,142.695
"Barium Hydroxide, Ion (BaOH+)",Ba1H1O1+(g),298.15,46.458,247.265,247.265,0.,270.897,259.611,-45.483
Barium Hydroxide (Ba(OH)2),"Ba1H2O2(cr,l)",298.15,101.629,107.110,107.110,0.000,-946.295,-859.476,150.577
Barium Hydroxide (Ba(OH)2),Ba1H2O2(l),298.15,101.629,123.357,123.357,0.000,-934.123,-852.148,149.293
Barium Hydroxide (Ba(OH)2),Ba1H2O2(g),298.15,77.256,315.016,315.016,0.,-626.562,-601.731,105.421
Barium Iodide (BaI),Ba1I1(g),298.15,37.221,278.737,278.737,0.,-42.417,-89.582,15.694
Barium Iodide (BaI2),Ba1I2(l),298.15,77.488,183.669,183.669,0.000,-585.884,-587.390,102.908
Barium Iodide (BaI2),Ba1I2(g),298.15,57.463,348.139,348.139,0.,-302.922,-353.464,61.925
Barium Iodide (BaI2),Ba1I2(cr),298.15,77.488,165.142,165.142,0.000,-605.425,-601.407,105.364
Barium Oxide (BaO),Ba1O1(cr),298.15,47.279,72.069,72.069,0.000,-548.104,-520.382,91.169
Barium Iodide (BaI2),"Ba1I2(cr,l)",298.15,77.488,165.142,165.142,0.000,-605.425,-601.407,105.364
Barium Oxide (BaO),"Ba1O1(cr,l)",298.15,47.279,72.069,72.069,0.000,-548.104,-520.382,91.169
Barium Oxide (BaO),Ba1O1(l),298.15,47.279,96.553,96.553,0.000,-491.627,-471.205,82.553
Barium Sulfide (BaS),Ba1S1(cr),298.15,49.374,78.395,78.395,0.000,-463.587,-458.776,80.376
Barium Oxide (BaO),Ba1O1(g),298.15,32.897,235.457,235.457,0.,-123.846,-144.839,25.375
Barium Sulfide (BaS),Ba1S1(g),298.15,35.531,248.861,248.861,0.,37.782,-8.232,1.442
"Barium Hydroxide, Alpha (Ba(OH)2)",Ba1H2O2(cr),298.15,101.629,107.110,107.110,0.000,-946.295,-859.476,150.577
Potassium Borate (K2B4O7),B4K2O7(cr),298.15,170.498,208.363,208.363,0.,-3334.230,-3136.756,549.547
Beryllium (Be),Be1(ref),298.15,16.380,9.440,9.440,0.,0.,0.,0.
Beryllium (Be),"Be1(cr,l)",298.15,16.380,9.440,9.440,0.,0.,0.,0.
Beryllium (Be),Be1(l),298.15,16.380,19.539,19.539,0.,15.508,12.497,-2.189
Beryllium (Be),Be1(g),298.15,20.786,136.274,136.274,0.,324.000,286.184,-50.138
Beryllium (Be),Be1(cr),298.15,16.380,9.440,9.440,0.,0.,0.,0.
Beryllium Bromide (BeBr2),Be1Br2(g),298.15,53.315,273.909,273.909,0.,-229.283,-262.754,46.033
Beryllium Bromide (BeBr2),Be1Br2(cr),298.15,66.024,100.416,100.416,0.,-355.640,-337.384,59.108
"Beryllium Chloride, Ion (BeCl+)",Be1Cl1+(g),298.15,32.744,212.955,212.955,0.,979.056,945.379,-165.626
Beryllium Chloride (BeCl),Be1Cl1(g),298.15,31.642,217.615,217.615,0.,60.668,31.856,-5.581
Beryllium Chloride Fluoride (BeClF),Be1Cl1F1(g),298.15,49.413,246.486,246.486,0.,-573.208,-580.397,101.683
"Beryllium, Ion (Be+)",Be1+(g),298.15,20.786,142.037,142.037,0.,1219.232,1173.444,-205.582
"Beryllium Chloride, Beta (BeCl2)",Be1Cl2(cr),298.15,62.425,75.814,75.814,0.,-496.222,-449.501,78.751
Beryllium Bromide (BeBr),Be1Br1(g),298.15,32.598,228.534,228.534,0.,120.110,77.477,-13.574
Beryllium Chloride (BeCl2),Be1Cl2(l),298.15,62.425,79.727,79.727,0.,-491.313,-445.758,78.095
"Beryllium Chloride, Alpha (BeCl2)",Be1Cl2(cr),298.15,64.852,82.676,82.676,0.,-490.930,-446.254,78.182
Beryllium Chloride (BeCl2),"Be1Cl2(cr,l)",298.15,64.852,82.676,82.676,0.,-490.930,-446.254,78.182
Beryllium Fluoride (BeF2),Be1F2(l),298.15,49.903,59.920,59.920,0.,-1022.048,-976.637,171.103
Beryllium Fluoride (BeF2),"Be1F2(cr,l)",298.15,51.819,53.354,53.354,0.,-1026.754,-979.385,171.584
Beryllium Fluoride (BeF2),Be1F2(cr),298.15,51.819,53.354,53.354,0.,-1026.754,-979.385,171.584
Beryllium Fluoride (BeF),Be1F1(g),298.15,29.872,205.751,205.751,0.,-169.870,-198.170,34.719
Lithium Trifluoroberyllate (LiBeF3),Be1F3Li1(cr),298.15,91.816,89.245,89.245,0.,-1651.843,-1576.273,276.156
Beryllium Fluoride (BeF2),Be1F2(g),298.15,46.364,227.556,227.556,0.,-796.006,-800.576,140.258
Lithium Trifluoroberyllate (LiBeF3),"Be1F3Li1(cr,l)",298.15,91.816,89.245,89.245,0.,-1651.843,-1576.273,276.156
Lithium Trifluoroberyllate (LiBeF3),Be1F3Li1(g),298.15,61.090,267.419,267.419,0.,-887.008,-864.560,151.467
Lithium Tetrafluoroberyllate (Li2BeF4),Be1F4Li2(cr),298.15,135.269,130.583,130.583,0.,-2273.586,-2171.438,380.427
Lithium Trifluoroberyllate (LiBeF3),Be1F3Li1(l),298.15,91.816,111.681,111.681,0.,-1634.323,-1565.442,274.259
Lithium Tetrafluoroberyllate (Li2BeF4),"Be1F4Li2(cr,l)",298.15,135.269,130.583,130.583,0.,-2273.586,-2171.438,380.427
"Beryllium Hydride, Ion (BeH+)",Be1H1+(g),298.15,29.193,170.653,170.653,0.,1156.458,1121.618,-196.503
Beryllium Hydride (BeH),Be1H1(g),298.15,29.224,176.822,176.822,0.,321.197,290.773,-50.942
Lithium Tetrafluoroberyllate (Li2BeF4),Be1F4Li2(l),298.15,135.269,171.395,171.395,0.,-2241.068,-2151.088,376.862
"Beryllium Hydroxide, Ion (BeOH+)",Be1H1O1+(g),298.15,38.441,203.919,203.919,0.,759.934,745.758,-130.654
Beryllium Chloride (BeCl2),Be1Cl2(g),298.15,51.622,252.232,252.232,0.,-360.242,-366.120,64.143
"Beryllium Hydroxide, Alpha (Be(OH)2)",Be1H2O2(cr),298.15,65.701,53.555,53.555,0.,-902.907,-815.933,142.948
"Beryllium Hydroxide, Beta (Be(OH)2)",Be1H2O2(cr),298.15,65.701,50.208,50.208,0.,-905.836,-817.864,143.286
Beryllium Hydroxide (Be(OH)2),Be1H2O2(g),298.15,63.419,233.968,233.968,0.,-676.553,-643.369,112.716
Beryllium Iodide (BeI),Be1I1(g),298.15,33.475,237.297,237.297,0.,170.018,119.397,-20.918
Beryllium Iodide (BeI2),Be1I2(l),298.15,68.961,128.999,128.999,0.,-178.377,-179.396,31.429
Beryllium Iodide (BeI2),"Be1I2(cr,l)",298.15,68.961,120.499,120.499,0.,-188.698,-187.183,32.794
Beryllium Iodide (BeI2),Be1I2(cr),298.15,68.961,120.499,120.499,0.,-188.698,-187.183,32.794
Beryllium Iodide (BeI2),Be1I2(g),298.15,54.939,291.524,291.524,0.,-64.015,-113.491,19.883
Beryllium Nitride (BeN),Be1N1(g),298.15,30.089,208.768,208.768,0.,426.688,395.823,-69.347
"Beryllium Oxide, Alpha (BeO)",Be1O1(cr),298.15,25.560,13.770,13.770,0.,-608.354,-579.062,101.449
Beryllium Hydroxide (BeOH),Be1H1O1(g),298.15,38.321,209.594,209.594,0.,-114.642,-124.254,21.769
"Beryllium Oxide, Beta (BeO)",Be1O1(cr),298.15,25.560,16.591,16.591,0.,-601.659,-573.209,100.424
Beryllium Oxide (BeO),Be1O1(l),298.15,25.560,35.931,35.931,0.,-542.705,-520.021,91.105
"Beryllium Sulfate, Alpha (BeSO4)",Be1O4S1(cr),298.15,85.697,77.971,77.971,0.,-1200.808,-1089.354,190.850
Beryllium Oxide (BeO),Be1O1(g),298.15,29.481,197.625,197.625,0.,136.398,110.873,-19.425
"Beryllium Sulfate, Beta (BeSO4)",Be1O4S1(cr),298.15,85.697,79.258,79.258,0.,-1199.695,-1088.624,190.722
"Beryllium Sulfate, Gamma (BeSO4)",Be1O4S1(cr),298.15,85.697,100.784,100.784,0.,-1180.143,-1075.491,188.422
Beryllium Tungsten Oxide (BeWO4),Be1O4W1(cr),298.15,97.278,88.366,88.366,0.,-1513.353,-1404.818,246.118
Beryllium Sulfide (BeS),Be1S1(cr),298.15,34.016,37.028,37.028,0.,-234.304,-232.972,40.816
Beryllium Hydride (BeH2),Be1H2(g),298.15,30.370,173.115,173.115,0.,125.520,115.682,-20.267
Beryllium (Be2),Be2(g),298.15,27.492,206.410,206.410,0.,637.161,581.249,-101.832
Beryllium Chloride ((BeCl2)2),Be2Cl4(g),298.15,115.368,381.475,381.475,0.,-748.936,-724.021,126.846
Beryllium Sulfide (BeS),Be1S1(g),298.15,30.786,210.288,210.288,0.,263.592,213.267,-37.363
Beryllium Oxide (BeO),"Be1O1(cr,l)",298.15,25.560,13.770,13.770,0.,-608.354,-579.062,101.449
Beryllium Fluoride Oxide (O(BeF)2),Be2F2O1(g),298.15,76.151,298.915,298.915,0.,-1204.574,-1197.022,209.713
Beryllium Oxide (Be2O),Be2O1(g),298.15,40.952,220.827,220.827,0.,-62.760,-92.388,16.186
Beryllium Silicate (Be2SiO4),Be2O4Si1(cr),298.15,95.563,64.190,64.190,0.,-2117.225,-2002.794,350.881
"Beryllium Nitride, Alpha (Be3N2)",Be3N2(cr),298.15,64.358,34.129,34.129,0.,-588.270,-532.874,93.357
Beryllium Oxide ((BeO)2),Be2O2(g),298.15,49.339,247.611,247.611,0.,-410.032,-417.064,73.068
Beryllium Nitride (Be3N2),Be3N2(l),298.15,133.888,39.457,39.457,0.,-486.979,-433.172,75.890
Beryllium Nitride (Be3N2),"Be3N2(cr,l)",298.15,64.358,34.129,34.129,0.,-588.270,-532.874,93.357
Beryllium Oxide ((BeO)4),Be4O4(g),298.15,89.389,302.575,302.575,0.,-1589.920,-1549.360,271.441
Beryllium Oxide ((BeO)5),Be5O5(g),298.15,112.018,323.278,323.278,0.,-2112.920,-2042.321,357.806
Beryllium Oxide ((BeO)3),Be3O3(g),298.15,63.458,273.337,273.337,0.,-1054.368,-1035.673,181.446
Beryllium Oxide ((BeO)6),Be6O6(g),298.15,131.624,343.191,343.191,0.,-2661.024,-2562.965,449.021
Bromine (Br),Br1(g),298.15,20.786,175.017,175.017,0.,111.860,82.369,-14.431
"Bromine, Ion (Br+)",Br1+(g),298.15,20.786,176.872,176.872,0.,1257.091,1220.792,-213.878
"Bromine, Ion (Br-)",Br1-(g),298.15,20.786,163.491,163.491,0.,-219.008,-238.808,41.838
Calcium Bromide (CaBr),Br1Ca1(g),298.15,36.381,252.894,252.894,0.,-49.396,-89.707,15.716
Bromine Chloride (BrCl),Br1Cl1(g),298.15,34.990,240.001,240.001,0.,14.644,-0.967,0.169
Sulfur Bromide Fluoride (SBrF5),Br1F5S1(g),298.15,107.073,333.648,333.648,0.,-972.822,-888.897,155.731
Bromine Fluoride (BrF3),Br1F3(g),298.15,66.497,292.397,292.397,0.,-255.588,-229.383,40.187
Bromine Fluoride (BrF5),Br1F5(g),298.15,101.404,323.682,323.682,0.,-428.718,-351.379,61.560
Bromosilane (SiH3Br),Br1H3Si1(g),298.15,52.865,262.466,262.466,0.,-78.241,-69.751,12.220
Hydrogen Bromide (HBr),Br1H1(g),298.15,29.141,198.699,198.699,0.,-36.443,-53.513,9.375
Ammonium Bromide (NH4Br),Br1H4N1(cr),298.15,88.676,112.842,112.842,0.,-271.542,-176.007,30.836
Bromine Fluoride (BrF),Br1F1(g),298.15,32.956,228.967,228.967,0.,-58.463,-73.809,12.931
Potassium Bromide (KBr),Br1K1(l),298.15,69.873,105.540,105.540,0.,-376.492,-365.987,64.119
Mercury Bromide (HgBr),Br1Hg1(g),298.15,37.210,271.538,271.538,0.,104.182,68.581,-12.015
Potassium Bromide (KBr),Br1K1(g),298.15,36.922,250.532,250.532,0.,-180.079,-212.804,37.282
Lithium Bromide (LiBr),Br1Li1(cr),298.15,48.919,74.057,74.057,0.,-350.912,-341.630,59.852
Potassium Bromide (KBr),Br1K1(cr),298.15,52.379,95.939,95.939,0.,-393.798,-380.431,66.650
Lithium Bromide (LiBr),Br1Li1(l),298.15,65.270,84.603,84.603,0.,-338.226,-332.088,58.181
Lithium Bromide (LiBr),"Br1Li1(cr,l)",298.15,48.919,74.057,74.057,0.,-350.912,-341.630,59.852
Potassium Bromide (KBr),"Br1K1(cr,l)",298.15,52.379,95.939,95.939,0.,-393.798,-380.431,66.650
Lithium Bromide (LiBr),Br1Li1(g),298.15,33.952,224.345,224.345,0.,-153.971,-189.498,33.199
Molybdenum Bromide (MoBr),Br1Mo1(g),298.15,36.214,269.523,269.523,0.,457.311,408.172,-71.510
Bromoimidogen (NBr),Br1N1(g),298.15,32.730,235.482,235.482,0.,300.758,281.804,-49.371
Iodine Bromide (IBr),Br1I1(g),298.15,36.531,258.952,258.952,0.,40.878,3.675,-0.644
Nitrosyl Bromide (ONBr),Br1N1O1(g),298.15,45.473,273.525,273.525,0.,82.132,82.417,-14.439
Magnesium Bromide (MgBr),Br1Mg1(g),298.15,35.639,244.946,244.946,0.,-35.342,-75.942,13.305
Sodium Bromide (NaBr),Br1Na1(cr),298.15,51.400,86.818,86.818,0.,-361.414,-349.267,61.190
Sodium Bromide (NaBr),Br1Na1(l),298.15,62.342,104.363,104.363,0.,-339.343,-332.427,58.240
Sodium Bromide (NaBr),"Br1Na1(cr,l)",298.15,51.400,86.818,86.818,0.,-361.414,-349.267,61.190
Sodium Bromide (NaBr),Br1Na1(g),298.15,36.323,241.218,241.218,0.,-143.930,-177.817,31.153
Phosphorus Bromide (PBr),Br1P1(g),298.15,35.394,249.204,249.204,0.,162.601,123.238,-21.591
Lead Bromide (PbBr),Br1Pb1(g),298.15,36.922,272.471,272.471,0.,70.923,31.692,-5.552
Bromosilylidyne (SiBr),Br1Si1(g),298.15,38.731,247.418,247.418,0.,235.325,189.859,-33.262
Strontium Bromide (SrBr),Br1Sr1(g),298.15,36.856,263.751,263.751,0.,-89.119,-128.461,22.506
Titanium Bromide (TiBr),Br1Ti1(g),298.15,38.020,260.249,260.249,0.,212.547,166.815,-29.225
Zirconium Bromide (ZrBr),Br1Zr1(g),298.15,36.065,265.557,265.557,0.,301.248,256.351,-44.912
Bromine (Br2),Br2(ref),298.15,75.674,152.206,152.206,0.,0.,0.,0.
Tungsten Bromide (WBr),Br1W1(g),298.15,36.032,272.617,272.617,0.,586.178,537.325,-94.137
Calcium Bromide (CaBr2),Br2Ca1(cr),298.15,75.040,129.704,129.704,0.,-683.247,-664.139,116.354
Bromine (Br2),"Br2(cr,l)",298.15,75.674,152.206,152.206,0.,0.,0.,0.
Calcium Bromide (CaBr2),"Br2Ca1(cr,l)",298.15,75.040,129.704,129.704,0.,-683.247,-664.139,116.354
Calcium Bromide (CaBr2),Br2Ca1(l),298.15,75.040,147.861,147.861,0.,-662.989,-649.294,113.754
Bromine (Br2),Br2(g),298.15,36.048,245.394,245.394,0.,30.910,3.126,-0.548
Calcium Bromide (CaBr2),Br2Ca1(g),298.15,60.387,314.752,314.752,0.,-384.928,-420.991,73.756
Iron Bromide (FeBr2),"Br2Fe1(cr,l)",298.15,80.232,140.666,140.666,0.,-248.948,-237.362,41.585
Iron Bromide (FeBr2),Br2Fe1(l),298.15,106.692,169.376,169.376,0.,-211.005,-207.978,36.437
Iron Bromide (FeBr2),Br2Fe1(g),298.15,60.653,337.359,337.359,0.,-41.422,-88.479,15.501
Mercury Bromide (HgBr2),"Br2Hg1(cr,l)",298.15,75.312,170.314,170.314,0.,-169.452,-152.183,26.662
Mercury Bromide (HgBr2),Br2Hg1(cr),298.15,75.312,170.314,170.314,0.,-169.452,-152.183,26.662
Iron Bromide (FeBr2),Br2Fe1(cr),298.15,80.232,140.666,140.666,0.,-248.948,-237.362,41.585
Mercury Bromide (HgBr2),Br2Hg1(g),298.15,60.276,320.223,320.223,0.,-85.454,-112.881,19.776
Mercury Bromide (HgBr2),Br2Hg1(l),298.15,102.090,192.172,192.172,0.,-156.626,-145.874,25.557
Dibromosilane (SiH2Br2),Br2H2Si1(g),298.15,65.545,310.051,310.051,0.,-190.372,-192.860,33.788
Mercury Bromide (Hg2Br2),Br2Hg2(cr),298.15,104.600,218.752,218.752,0.,-204.179,-178.684,31.305
Lithium Bromide ((LiBr)2),Br2Li2(g),298.15,75.049,314.534,314.534,0.,-500.825,-531.879,93.183
Magnesium Bromide (MgBr2),Br2Mg1(cr),298.15,73.161,117.152,117.152,0.,-524.255,-504.063,88.310
Magnesium Bromide (MgBr2),Br2Mg1(l),298.15,73.161,150.500,150.500,0.,-490.408,-480.158,84.122
Magnesium Bromide (MgBr2),"Br2Mg1(cr,l)",298.15,73.161,117.152,117.152,0.,-524.255,-504.063,88.310
Magnesium Bromide (MgBr2),Br2Mg1(g),298.15,58.711,301.038,301.038,0.,-302.922,-337.555,59.138
"Magnesium Bromide, Ion (MgBr2+)",Br2Mg1+(g),298.15,59.303,321.737,321.737,0.,731.363,684.304,-119.887
Molybdenum Bromide (MoBr2),Br2Mo1(cr),298.15,79.684,124.683,124.683,0.,-202.924,-186.189,32.620
Lead Bromide (PbBr2),Br2Pb1(l),298.15,79.580,173.878,173.878,0.,-267.412,-254.558,44.598
Molybdenum Bromide (MoBr2),Br2Mo1(g),298.15,69.291,320.960,320.960,0.,167.360,125.575,-22.000
Sodium Bromide ((NaBr)2),Br2Na2(g),298.15,80.121,348.949,348.949,0.,-486.348,-514.324,90.108
Lead Bromide (PbBr2),Br2Pb1(cr),298.15,79.578,161.128,161.128,0.,-277.399,-260.743,45.681
Lead Bromide (PbBr2),Br2Pb1(g),298.15,56.918,339.386,339.386,0.,-104.391,-140.883,24.682
Dibromosilylene (SiBr2),Br2Si1(g),298.15,53.637,305.225,305.225,0.,-52.300,-92.311,16.173
Strontium Bromide (SrBr2),Br2Sr1(cr),298.15,76.853,143.438,143.438,0.,-717.974,-698.755,122.419
Strontium Bromide (SrBr2),"Br2Sr1(cr,l)",298.15,76.853,143.438,143.438,0.,-717.974,-698.755,122.419
Strontium Bromide (SrBr2),Br2Sr1(g),298.15,60.896,323.413,323.413,0.,-407.103,-441.544,77.357
Strontium Bromide (SrBr2),Br2Sr1(l),298.15,76.852,154.843,154.843,0.,-705.098,-689.280,120.759
Titanium Bromide (TiBr2),Br2Ti1(cr),298.15,78.688,108.366,108.366,0.,-405.430,-383.188,67.133
Titanium Bromide (TiBr2),Br2Ti1(g),298.15,60.026,308.685,308.685,0.,-179.075,-216.558,37.940
Zirconium Bromide (ZrBr2),Br2Zr1(cr),298.15,86.722,115.897,115.897,0.,-404.593,-382.178,66.956
Zirconium Bromide (ZrBr2),"Br2Zr1(cr,l)",298.15,86.722,115.897,115.897,0.,-404.593,-382.178,66.956
Zirconium Bromide (ZrBr2),Br2Zr1(l),298.15,91.002,184.024,184.024,0.,-342.333,-340.230,59.607
Potassium Bromide ((KBr)2),Br2K2(g),298.15,81.782,376.230,376.230,0.,-540.573,-568.802,99.652
Tribromosilane (SiHBr3),Br3H1Si1(g),298.15,80.410,348.049,348.049,0.,-302.922,-313.530,54.929
Lead Bromide (PbBr2),"Br2Pb1(cr,l)",298.15,79.578,161.128,161.128,0.,-277.399,-260.743,45.681
Molybdenum Bromide (MoBr3),Br3Mo1(g),298.15,80.270,374.990,374.990,0.,-8.368,-43.572,7.634
Molybdenum Bromide (MoBr3),Br3Mo1(cr),298.15,105.370,174.473,174.473,0.,-283.675,-259.095,45.392
Zirconium Bromide (ZrBr2),Br2Zr1(g),298.15,60.685,316.777,316.777,0.,-174.473,-211.951,37.133
Phosphorus Bromide (PBr3),Br3P1(g),298.15,76.033,348.234,348.234,0.,-146.022,-169.530,29.701
Phosphoryl Bromide (POBr3),Br3O1P1(g),298.15,89.862,359.832,359.832,0.,-406.022,-402.406,70.500
Titanium Bromide (TiBr3),Br3Ti1(cr),298.15,101.705,176.443,176.443,0.,-550.196,-525.561,92.076
Tribromosilyl (SiBr3),Br3Si1(g),298.15,74.578,351.774,351.774,0.,-201.694,-232.894,40.802
Titanium Bromide (TiBr3),Br3Ti1(g),298.15,79.334,359.064,359.064,0.,-374.886,-404.700,70.902
Zirconium Bromide (ZrBr3),Br3Zr1(cr),298.15,99.483,172.054,172.054,0.,-635.968,-607.607,106.450
Magnesium Bromide ((MgBr2)2),Br4Mg2(g),298.15,129.013,461.347,461.347,0.,-767.764,-795.072,139.293
Molybdenum Bromide (MoBr4),Br4Mo1(cr),298.15,133.051,209.200,209.200,0.,-304.177,-267.261,46.823
