Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Magnesium Silicate (MgSiO3),"Mg1O3Si1(cr,l)",298.15,81.927,67.768,67.768,0.,-1548.917,-1462.023,256.140
Magnesium Sulfate (MgSO4),Mg1O4S1(cr),298.15,96.232,91.396,91.396,0.,-1261.786,-1147.408,201.021
Magnesium Sulfate (MgSO4),Mg1O4S1(l),298.15,96.232,102.125,102.125,0.,-1246.587,-1135.408,198.919
Magnesium Sulfate (MgSO4),"Mg1O4S1(cr,l)",298.15,96.232,91.396,91.396,0.,-1261.786,-1147.408,201.021
Magnesium Tungsten Oxide (MgWO4),Mg1O4W1(cr),298.15,109.077,101.186,101.186,0.,-1515.863,-1404.224,246.014
Magnesium Titanium Oxide (MgTi2O5),Mg1O5Ti2(cr),298.15,146.858,135.603,135.603,0.,-2509.354,-2368.790,415.002
Magnesium Titanium Oxide (MgTi2O5),Mg1O5Ti2(l),298.15,146.858,197.783,197.783,0.,-2382.307,-2260.282,395.992
Magnesium Titanium Oxide (MgTi2O5),"Mg1O5Ti2(cr,l)",298.15,146.858,135.603,135.603,0.,-2509.354,-2368.790,415.002
Magnesium Sulfide (MgS),Mg1S1(cr),298.15,45.564,50.334,50.334,0.,-345.724,-341.433,59.818
Magnesium Sulfide (MgS),Mg1S1(g),298.15,34.599,225.483,225.483,0.,145.227,97.297,-17.046
Magnesium (Mg2),Mg2(g),298.15,24.293,240.186,240.186,0.000,287.625,235.495,-41.258
Magnesium Titanium Oxide (Mg2TiO4),"Mg2O4Ti1(cr,l)",298.15,128.574,115.102,115.102,0.,-2164.383,-2047.719,358.752
Magnesium Silicide (Mg2Si),Mg2Si1(cr),298.15,67.864,81.588,81.588,0.,-77.822,-77.055,13.500
Magnesium Silicate (Mg2SiO4),"Mg2O4Si1(cr,l)",298.15,118.688,95.140,95.140,0.,-2176.935,-2057.879,360.532
Magnesium Titanium Oxide (Mg2TiO4),Mg2O4Ti1(cr),298.15,128.574,115.102,115.102,0.,-2164.383,-2047.719,358.752
Magnesium Silicide (Mg2Si),Mg2Si1(l),298.15,94.140,123.472,123.472,0.,-3.327,-15.048,2.636
Magnesium Silicide (Mg2Si),"Mg2Si1(cr,l)",298.15,67.864,81.588,81.588,0.,-77.822,-77.055,13.500
Magnesium Nitride (Mg3N2),Mg3N2(cr),298.15,104.516,87.864,87.864,0.,-461.077,-400.923,70.240
Magnesium Silicate (Mg2SiO4),Mg2O4Si1(cr),298.15,118.688,95.140,95.140,0.,-2176.935,-2057.879,360.532
Magnesium Titanium Oxide (Mg2TiO4),Mg2O4Ti1(l),298.15,128.574,172.412,172.412,0.,-2046.329,-1946.752,341.063
Magnesium Silicate (Mg2SiO4),Mg2O4Si1(l),298.15,118.688,123.044,123.044,0.,-2113.878,-2003.141,350.942
Magnesium Phosphate (Mg3P2O8),Mg3O8P2(cr),298.15,212.756,188.280,188.280,0.,-3745.098,-3502.859,613.686
Magnesium Phosphate (Mg3P2O8),Mg3O8P2(l),298.15,212.756,235.102,235.102,0.,-3663.190,-3434.910,601.782
Magnesium Phosphate (Mg3P2O8),"Mg3O8P2(cr,l)",298.15,212.756,188.280,188.280,0.,-3745.098,-3502.859,613.686
Manganese (Mn),Mn1(cr),298.15,26.299,32.010,32.010,0.,0.,0.,0.
Manganese (Mn),Mn1(ref),298.15,26.299,32.010,32.010,0.,0.,0.,0.
Manganese (Mn),"Mn1(cr,l)",298.15,26.299,32.010,32.010,0.,0.,0.,0.
"Manganese, Ion (Mn+)",Mn1+(g),298.15,20.786,174.997,174.997,0.,1006.986,958.100,-167.855
Manganese (Mn),Mn1(g),298.15,20.786,173.716,173.716,0.,283.257,241.007,-42.223
Manganese (Mn),Mn1(l),298.15,26.299,43.499,43.499,0.,16.289,12.863,-2.254
Molybdenum (Mo),Mo1(ref),298.15,23.933,28.605,28.605,0.,0.,0.,0.
Molybdenum (Mo),Mo1(cr),298.15,23.933,28.605,28.605,0.,0.,0.,0.
Molybdenum (Mo),Mo1(l),298.15,23.932,43.146,43.146,0.,41.568,37.233,-6.523
Molybdenum Oxide (MoO),Mo1O1(g),298.15,36.002,241.764,241.764,0.,310.959,277.988,-48.702
Molybdenum (Mo),"Mo1(cr,l)",298.15,23.933,28.605,28.605,0.,0.,0.,0.
Molybdenum Oxide (MoO2),Mo1O2(cr),298.15,55.898,46.459,46.459,0.,-587.852,-532.011,93.206
"Molybdenum, Ion (Mo+)",Mo1+(g),298.15,20.786,180.669,180.669,0.,1350.159,1298.567,-227.503
Molybdenum (Mo),Mo1(g),298.15,20.786,181.951,181.951,0.,658.980,613.260,-107.441
"Molybdenum, Ion (Mo-)",Mo1-(g),298.15,20.786,180.669,180.669,0.,580.805,541.722,-94.907
Molybdenum Oxide (MoO2),Mo1O2(g),298.15,44.174,276.990,276.990,0.,-8.314,-21.206,3.715
Molybdenum Oxide (MoO2.750),Mo1O2.750(cr),298.15,70.135,69.936,69.936,0.,-708.412,-636.633,111.535
Molybdenum Oxide (MoO2.875),Mo1O2.875(cr),298.15,72.508,73.849,73.849,0.,-727.128,-652.662,114.344
Molybdenum Oxide (MoO2.889),Mo1O2.889(cr),298.15,72.772,74.281,74.281,0.,-729.165,-654.461,114.659
Molybdenum Oxide (MoO3),Mo1O3(cr),298.15,74.881,77.760,77.760,0.,-745.170,-668.079,117.045
Molybdenum Oxide (MoO3),Mo1O3(l),298.15,74.881,114.935,114.935,0.,-703.727,-637.719,111.726
Molybdenum Oxide (MoO3),"Mo1O3(cr,l)",298.15,74.881,77.760,77.760,0.,-745.170,-668.079,117.045
Molybdenum Oxide (MoO3),Mo1O3(g),298.15,59.378,283.897,283.897,0.,-346.435,-330.804,57.955
Molybdenum Sulfide (MoS2),Mo1S2(cr),298.15,63.555,62.572,62.572,0.,-276.144,-267.156,46.805
Molybdenum Sulfide (Mo2S3),Mo2S3(cr),298.15,109.294,114.976,114.976,0.,-407.103,-395.654,69.317
Molybdenum Sulfide (Mo2S3),Mo2S3(l),298.15,109.294,181.170,181.170,0.,-270.304,-278.590,48.808
Molybdenum Sulfide (Mo2S3),"Mo2S3(cr,l)",298.15,109.294,114.976,114.976,0.,-407.103,-395.654,69.317
Vanadium Nitride (VN0.465),N0.465V1(cr),298.15,28.877,26.712,26.712,0.,-132.214,-118.297,20.725
"Nitrogen, Ion (N+)",N1+(g),298.15,21.284,159.797,159.797,0.,1882.130,1856.796,-325.303
Nitrogen (N),N1(g),298.15,20.786,153.300,153.300,0.,472.683,455.540,-79.809
"Nitrogen, Ion (N-)",N1-(g),298.15,21.009,159.927,159.927,0.,473.540,460.677,-80.709
"Nitrogen Oxide, Ion (NO+)",N1O1+(g),298.15,29.123,198.219,198.219,0.,990.185,983.978,-172.389
"Nitrogen Oxide, Ion (ONO-)",N1O2-(g),298.15,37.663,236.598,236.598,0.,-202.715,-177.273,31.057
Nitrogen Oxide (NO2),N1O2(g),298.15,36.974,240.034,240.034,0.,33.095,51.258,-8.980
Nitrogen Oxide (NO),N1O1(g),298.15,29.845,210.758,210.758,0.,90.291,86.600,-15.172
Nitrogen Oxide (NO3),N1O3(g),298.15,46.934,252.619,252.619,0.,71.128,116.121,-20.344
Phosphorus Nitride (PN),N1P1(g),298.15,29.710,211.137,211.137,0.,104.780,82.641,-14.478
Nitrogen Sulfide (NS),N1S1(g),298.15,31.793,222.087,222.087,0.,263.592,235.498,-41.258
Silicon Nitride (SiN),N1Si1(g),298.15,30.168,216.812,216.812,0.,372.376,341.909,-59.901
Silicon Nitride (Si2N),N1Si2(g),298.15,49.884,256.487,256.487,0.,397.480,360.795,-63.210
Titanium Nitride (TiN),N1Ti1(cr),298.15,37.079,30.235,30.235,0.,-337.649,-308.929,54.123
Titanium Nitride (TiN),N1Ti1(l),298.15,37.079,52.733,52.733,0.,-265.813,-243.800,42.713
Titanium Nitride (TiN),"N1Ti1(cr,l)",298.15,37.079,30.235,30.235,0.,-337.649,-308.929,54.123
Vanadium Nitride (VN),N1V1(cr),298.15,37.981,37.264,37.264,0.,-217.150,-191.068,33.474
Vanadium Nitride (VN),N1V1(g),298.15,31.147,233.384,233.384,0.,523.000,490.608,-85.952
Zirconium Nitride (ZrN),N1Zr1(cr),298.15,40.443,38.861,38.861,0.,-365.263,-336.697,58.988
Zirconium Nitride (ZrN),N1Zr1(l),298.15,40.443,62.342,62.342,0.,-290.749,-269.183,47.160
Zirconium Nitride (ZrN),"N1Zr1(cr,l)",298.15,40.443,38.861,38.861,0.,-365.263,-336.697,58.988
Zirconium Nitride (ZrN),N1Zr1(g),298.15,31.661,233.487,233.487,0.,713.372,683.911,-119.818
Nitrogen (N2),N2(ref),298.15,29.124,191.609,191.609,0.,0.,0.,0.
"Nitrogen, Ion (N2+)",N2+(g),298.15,29.137,197.660,197.660,0.,1509.499,1501.440,-263.046
"Nitrogen, Ion (N2-)",N2-(g),298.15,29.194,204.536,204.536,0.,148.615,151.015,-26.457
"Nitrogen Oxide, Ion (N2O+)",N2O1+(g),298.15,42.262,233.856,233.856,0.,1333.399,1345.131,-235.661
Azide (N3),N3(g),298.15,40.762,226.469,226.469,0.,414.216,432.387,-75.752
Nitrogen Oxide (N2O3),N2O3(g),298.15,65.615,308.539,308.539,0.,82.843,139.727,-24.480
Nitrogen Oxide (N2O4),N2O4(cr),298.15,122.103,150.290,150.290,0.,35.046 99.603  17.450,,
Nitrogen Oxide (N2O4),N2O4(l),298.15,142.509,209.198,209.198,0.,19.564 97.521  17.085,,
Nitrogen Oxide (N2O4),"N2O4(cr,l)",298.15,142.509,209.198,209.198,0.,-19.564,97.521,-17.085
Nitrogen Oxide (N2O),N2O1(g),298.15,38.617,219.957,219.957,0.,82.048,104.179,-18.252
Nitrogen Oxide (N2O4),N2O4(g),298.15,77.256,304.376,304.376,0.,9.079,97.787,-17.132
"Silicon Nitride, Alpha (Si3N4)",N4Si3(cr),298.15,99.533,112.967,112.967,0.,-744.752,-647.343,113.412
Phosphorus Nitride (P3N5),N5P3(cr),298.15,148.950,184.096,184.096,0.,-320.155,-195.482,34.248
Nitrogen Oxide (N2O5),N2O5(g),298.15,96.303,346.548,346.548,0.,11.297,118.013,-20.675
Sodium (Na),Na1(cr),298.15,28.154,51.455,51.455,0.,0.,0.,0.
Sodium (Na),"Na1(cr,l)",298.15,28.154,51.455,51.455,0.,0.,0.,0.
Sodium (Na),Na1(ref),298.15,28.154,51.455,51.455,0.,0.,0.,0.
"Sodium, Ion  (Na-)",Na1-(g),298.15,20.786,147.954,147.954,0.,48.236,25.719,-4.506
Sodium Oxide (NaO),Na1O1(g),298.15,35.147,229.133,229.133,0.,83.680,61.287,-10.737
Sodium (Na),Na1(g),298.15,20.786,153.667,153.667,0.,107.300,76.825,-13.460
"Sodium, Ion (Na+)",Na1+(g),298.15,20.786,147.953,147.953,0.,609.343,574.317,-100.618
"Sodium Oxide, Ion (NaO-)",Na1O1-(g),298.15,35.064,217.487,217.487,0.,-121.336,-134.001,23.476
Sodium (Na),Na1(l),298.15,32.706,57.862,57.862,0.,2.406,0.495,-0.087
Sodium Superoxide (NaO2),Na1O2(cr),298.15,72.141,115.897,115.897,0.,-260.663,-218.712,38.317
Sodium (Na2),Na2(g),298.15,37.577,230.243,230.243,0.,142.070,104.105,-18.239
Sodium Oxide (Na2O),Na2O1(cr),298.15,69.103,75.042,75.042,0.,-417.982,-379.090,66.415
Sodium Oxide (Na2O),Na2O1(l),298.15,104.600,91.607,91.607,0.,-372.843,-338.890,59.372
Sodium Oxide (Na2O),"Na2O1(cr,l)",298.15,69.103,75.042,75.042,0.,-417.982,-379.090,66.415
Sodium Peroxide (Na2O2),Na2O2(cr),298.15,89.266,94.801,94.801,0.,-513.209,-449.627,78.773
Sodium Silicate (Na2SiO3),Na2O3Si1(cr),298.15,111.880,113.847,113.847,0.,-1561.427,-1467.330,257.070
Sodium Silicate (Na2SiO3),Na2O3Si1(l),298.15,111.880,150.496,150.496,0.,-1510.875,-1427.704,250.128
Sodium Silicate (Na2SiO3),"Na2O3Si1(cr,l)",298.15,111.880,113.847,113.847,0.,-1561.427,-1467.330,257.070
"Sodium Sulfate, Delta (Na2SO4)",Na2O4S1(cr),298.15,155.812,163.212,163.212,0.,-1379.294,-1265.387,221.690
"Sodium Sulfate, I (Na2SO4)",Na2O4S1(cr),298.15,159.620,160.132,160.132,0.,-1380.899,-1266.074,221.811
"Sodium Sulfate, III (Na2SO4)",Na2O4S1(cr),298.15,129.168,154.908,154.908,0.,-1384.854,-1268.471,222.231
"Sodium Sulfate, IV (Na2SO4)",Na2O4S1(cr),298.15,128.143,150.157,150.157,0.,-1387.559,-1269.759,222.456
"Sodium Sulfate, V (Na2SO4)",Na2O4S1(cr),298.15,128.143,149.595,149.595,0.,-1387.816,-1269.849,222.472
Sodium Sulfate (Na2SO4),Na2O4S1(l),298.15,159.620,181.172,181.172,0.,-1356.385,-1247.832,218.615
Sodium Sulfate (Na2SO4),"Na2O4S1(cr,l)",298.15,128.143,149.595,149.595,0.,-1387.816,-1269.849,222.472
Sodium Sulfate (Na2SO4),Na2O4S1(g),298.15,105.619,346.854,346.854,0.,-1033.615,-974.461,170.721
Sodium Tungsten Oxide (Na2WO4),Na2O4W1(cr),298.15,139.775,160.331,160.331,0.,-1544.733,-1429.786,250.493
Sodium Silicate (Na2Si2O5),Na2O5Si2(cr),298.15,156.984,164.055,164.055,0.,-2470.066,-2324.163,407.184
Sodium Silicate (Na2Si2O5),Na2O5Si2(l),298.15,156.984,188.705,188.705,0.,-2438.485,-2299.931,402.938
Sodium Silicate (Na2Si2O5),"Na2O5Si2(cr,l)",298.15,156.984,164.055,164.055,0.,-2470.066,-2324.163,407.184
Sodium Sulfide (Na2S),Na2S1(cr),298.15,82.801,96.232,96.232,0.,-366.100,-354.552,62.116
Sodium Sulfide (Na2S),Na2S1(l),298.15,82.801,127.656,127.656,0.,-323.940,-321.761,56.371
Sodium Sulfide (Na2S),"Na2S1(cr,l)",298.15,82.801,96.232,96.232,0.,-366.100,-354.552,62.116
"Sodium Sulfide, Beta (Na2S2)",Na2S2(cr),298.15,98.625,150.624,150.624,0.,-397.062,-392.173,68.707
Sodium Sulfide (Na2S2),Na2S2(l),298.15,98.625,172.365,172.365,0.,-380.114,-381.707,66.873
Sodium Sulfide (Na2S2),"Na2S2(cr,l)",298.15,98.625,150.624,150.624,0.,-397.062,-392.173,68.707
Niobium (Nb),Nb1(cr),298.15,24.694,36.464,36.464,0.,0.,0.,0.
Niobium (Nb),Nb1(ref),298.15,24.694,36.464,36.464,0.,0.,0.,0.
Niobium Oxide (NbO),Nb1O1(cr),298.15,41.112,46.024,46.024,0.,-419.655,-391.923,68.663
Niobium (Nb),"Nb1(cr,l)",298.15,24.694,36.464,36.464,0.,0.,0.,0.
Niobium Oxide (NbO),Nb1O1(l),298.15,41.112,83.233,83.233,0.,-336.743,-320.105,56.081
Niobium (Nb),Nb1(g),298.15,30.159,186.259,186.259,0.,733.037,688.375,-120.600
"Niobium, Ion (Nb-)",Nb1-(g),298.15,28.948,186.095,186.095,0.,640.978,602.621,-105.577
"Niobium, Ion (Nb+)",Nb1+(g),298.15,29.421,183.333,183.333,0.,1402.954,1352.911,-237.024
Niobium (Nb),Nb1(l),298.15,24.694,47.302,47.302,0.,29.647,26.415,-4.628
Niobium Oxide (NbO),"Nb1O1(cr,l)",298.15,41.112,46.024,46.024,0.,-419.655,-391.923,68.663
Niobium Oxide (NbO),Nb1O1(g),298.15,30.788,238.976,238.976,0.,198.740,168.943,-29.598
Niobium Oxide (NbO2),Nb1O2(cr),298.15,57.452,54.506,54.506,0.,-794.960,-739.175,129.500
Niobium Oxide (NbO2),Nb1O2(l),298.15,57.450,92.835,92.835,0.,-710.872,-666.514,116.771
Niobium Oxide (NbO2),"Nb1O2(cr,l)",298.15,57.452,54.506,54.506,0.,-794.960,-739.175,129.500
Niobium Oxide (NbO2),Nb1O2(g),298.15,43.907,272.921,272.921,0.,-199.995,-209.330,36.674
Niobium Oxide (Nb2O5),Nb2O5(cr),298.15,131.988,137.298,137.298,0.,-1899.536,-1765.817,309.364
Niobium Oxide (Nb2O5),Nb2O5(l),298.15,131.988,171.488,171.488,0.,-1830.873,-1707.347,299.120
Niobium Oxide (Nb2O5),"Nb2O5(cr,l)",298.15,131.988,137.298,137.298,0.,-1899.536,-1765.817,309.364
Neon (Ne),Ne1(ref),298.15,20.786,146.327,146.327,0.,0.,0.,0.
"Neon, Ion (Ne+)",Ne1+(g),298.15,22.119,158.307,158.307,0.,2086.966,2077.139,-363.906
Nickel (Ni),Ni1(ref),298.15,25.987,29.870,29.870,0.,0.,0.,0.
Nickel (Ni),Ni1(cr),298.15,25.987,29.870,29.870,0.,0.,0.,0.
Nickel (Ni),Ni1(l),298.15,26.133,41.487,41.487,0.,17.479,14.016,-2.456
Nickel (Ni),"Ni1(cr,l)",298.15,25.987,29.870,29.870,0.,0.,0.,0.
"Nickel, Ion (Ni-)",Ni1-(g),298.15,21.017,174.577,174.577,0.,311.764,274.874,-48.157
"Nickel, Ion (Ni+)",Ni1+(g),298.15,121.588,199.724,199.724,0.,1179.003,1122.106,-196.588
Nickel (Ni),Ni1(g),298.15,23.360,182.190,182.190,0.,430.115,384.701,-67.398
Nickel Sulfide (NiS),Ni1S1(cr),298.15,47.112,52.992,52.992,0.,-87.864,-85.200,14.927
Nickel Sulfide (NiS),Ni1S1(l),298.15,47.112,72.441,72.441,0.,-62.474,-65.609,11.494
Nickel Sulfide (NiS),"Ni1S1(cr,l)",298.15,47.112,52.992,52.992,0.,-87.864,-85.200,14.927
Nickel Sulfide (NiS),Ni1S1(g),298.15,34.452,252.282,252.282,0.,357.419,300.664,-52.675
Nickel Sulfide (NiS2),Ni1S2(cr),298.15,70.626,71.965,71.965,0.,-131.378,-124.813,21.867
Nickel Sulfide (NiS2),Ni1S2(l),298.15,70.626,122.427,122.427,0.,-66.568,-75.048,13.148
Nickel Sulfide (NiS2),"Ni1S2(cr,l)",298.15,70.626,71.965,71.965,0.,-131.378,-124.813,21.867
Nickel Sulfide (Ni3S2),Ni3S2(cr),298.15,117.738,133.887,133.887,0.,-216.313,-210.399,36.861
Nickel Sulfide (Ni3S2),Ni3S2(l),298.15,117.738,215.930,215.930,0.,-143.926,-162.473,28.465
Nickel Sulfide (Ni3S2),"Ni3S2(cr,l)",298.15,117.738,133.887,133.887,0.,-216.313,-210.399,36.861
Nickel Sulfide (Ni3S4),Ni3S4(cr),298.15,164.808,186.481,186.481,0.,-301.115,-291.767,51.116
Oxygen (O),O1(g),298.15,21.911,161.058,161.058,0.,249.173,231.736,-40.599
"Oxygen, Ion (O-)",O1-(g),298.15,21.692,157.790,157.790,0.,101.846,91.638,-16.055
Phosphorus Oxide (PO),O1P1(g),298.15,31.762,222.776,222.776,0.,-23.548,-47.139,8.258
"Lead Oxide, Red (PbO)",O1Pb1(cr),298.15,45.773,66.316,66.316,0.000,-219.409,-189.283,33.162
"Lead Oxide, Yellow (PbO)",O1Pb1(cr),298.15,45.773,68.701,68.701,0.000,-218.062,-188.647,33.050
Lead Oxide (PbO),O1Pb1(l),298.15,64.998,73.376,73.376,0.000,-202.249,-174.228,30.524
Lead Oxide (PbO),"O1Pb1(cr,l)",298.15,45.773,66.316,66.316,0.000,-219.409,-189.283,33.162
"Oxygen, Ion (O+)",O1+(g),298.15,20.786,154.959,154.959,0.,1568.786,1546.912,-271.013
Lead Oxide (PbO),O1Pb1(g),298.15,32.508,240.039,240.039,0.,70.291,48.622,-8.518
Sulfur Oxide (SO),O1S1(g),298.15,30.173,221.944,221.944,0.,5.007,-21.026,3.684
Sulfur Oxide (SSO),O1S2(g),298.15,44.114,267.020,267.020,0.,-56.484,-95.956,16.811
Silicon Oxide (SiO),O1Si1(g),298.15,29.899,211.579,211.579,0.,-100.416,-127.305,22.303
Strontium Oxide (SrO),O1Sr1(cr),298.15,45.409,55.522,55.522,0.000,-592.036,-561.402,98.355
Strontium Oxide (SrO),O1Sr1(g),298.15,33.092,230.058,230.058,0.,-13.389,-34.793,6.096
Strontium Oxide (SrO),O1Sr1(l),298.15,45.409,80.846,80.846,0.000,-517.292,-494.209,86.583
Tantalum Oxide (TaO),O1Ta1(g),298.15,30.600,241.116,241.116,0.,192.464,163.522,-28.648
"Titanium Oxide, Alpha (TiO)",O1Ti1(cr),298.15,39.957,34.769,34.769,0.000,-542.665,-513.278,89.924
Strontium Oxide (SrO),"O1Sr1(cr,l)",298.15,45.409,55.522,55.522,0.000,-592.036,-561.402,98.355
"Titanium Oxide, Beta (TiO)",O1Ti1(cr),298.15,39.957,38.077,38.077,0.000,-538.481,-510.080,89.364
Titanium Oxide (TiO),O1Ti1(l),298.15,39.957,60.140,60.140,0.000,-493.939,-472.116,82.713
Titanium Oxide (TiO),"O1Ti1(cr,l)",298.15,39.957,34.769,34.769,0.000,-542.665,-513.278,89.924
Vanadium Oxide (VO),O1V1(cr),298.15,45.501,39.011,39.011,0.000,-431.789,-404.210,70.816
Titanium Oxide (TiO),O1Ti1(g),298.15,32.476,233.474,233.474,0.,54.392,24.535,-4.298
Vanadium Oxide (VO),O1V1(l),298.15,45.501,69.137,69.137,0.000,-370.901,-352.304,61.722
Vanadium Oxide (VO),"O1V1(cr,l)",298.15,45.501,39.011,39.011,0.000,-431.789,-404.210,70.816
Tungsten Oxide (WO),O1W1(g),298.15,30.490,248.198,248.198,0.,425.094,391.414,-68.574
Zirconium Oxide (ZrO),O1Zr1(g),298.15,30.845,227.627,227.627,0.,58.576,32.880,-5.760
Oxygen (O2),O2(ref),298.15,29.376,205.147,205.147,0.,0.,0.,0.
Vanadium Oxide (VO),O1V1(g),298.15,30.697,230.901,230.901,0.,127.612,97.978,-17.165
"Oxygen, Ion (O2-)",O2-(g),298.15,30.453,209.591,209.591,0.,-48.593,-43.663,7.650
"Oxygen, Ion (O2+)",O2+(g),298.15,29.195,206.215,206.215,0.,1170.888,1164.315,-203.983
Phosphorus Oxide (PO2),O2P1(g),298.15,41.407,253.685,253.685,0.,-314.524,-316.748,55.493
Lead Oxide (PbO2),O2Pb1(cr),298.15,61.170,71.797,71.797,0.000,-274.470,-215.397,37.737
Sulfur Dioxide (SO2),O2S1(g),298.15,39.878,248.212,248.212,0.000,-296.842,-300.125,52.581
"Silicon Oxide, Cristobalite, High (SiO2)",O2Si1(cr),298.15,26.581,50.053,50.053,0.000,-905.489,-853.636,149.554
"Silicon Oxide, Cristobalite, Low (SiO2)",O2Si1(cr),298.15,44.953,43.396,43.396,0.000,-908.346,-854.509,149.706
"Silicon Oxide, Quartz (SiO2)",O2Si1(cr),298.15,44.589,41.463,41.463,0.000,-910.857,-856.443,150.045
Silicon Oxide (SiO2),O2Si1(l),298.15,44.183,47.928,47.928,0.000,-902.661,-850.175,148.947
Silicon Oxide (SiO2),"O2Si1(cr,l)",298.15,44.589,41.463,41.463,0.000,-910.857,-856.443,150.045
Silicon Oxide (SiO2),O2Si1(g),298.15,44.007,228.976,228.976,0.,-305.432,-306.926,53.772
Tantalum Oxide (TaO2),O2Ta1(g),298.15,44.000,280.306,280.306,0.,-200.832,-210.876,36.945
Tungsten Oxide (WO2),O2W1(cr),298.15,55.739,50.528,50.528,0.000,-589.693,-533.856,93.529
Tungsten Oxide (WO2),O2W1(g),298.15,43.812,285.499,285.499,0.,76.567,62.348,-10.923
"Titanium Oxide, Anatase (TiO2)",O2Ti1(cr),298.15,55.271,49.907,49.907,0.000,-938.722,-883.266,154.745
"Titanium Oxide, Rutile (TiO2)",O2Ti1(cr),298.15,55.103,50.292,50.292,0.000,-944.747,-889.406,155.820
Titanium Oxide (TiO2),"O2Ti1(cr,l)",298.15,55.103,50.292,50.292,0.000,-944.747,-889.406,155.820
Titanium Oxide (TiO2),O2Ti1(g),298.15,44.149,260.148,260.148,0.,-305.432,-312.660,54.777
Tungsten Oxide (WO2.72),O2.72W1(cr),298.15,68.283,68.425,68.425,0.000,-781.153,-708.632,124.149
Titanium Oxide (TiO2),O2Ti1(l),298.15,55.103,72.345,72.345,0.000,-894.055,-845.289,148.091
Tungsten Oxide (WO2.90),O2.90W1(cr),298.15,71.379,73.371,73.371,0.000,-820.064,-743.513,130.260
Tungsten Oxide (WO2.96),O2.96W1(cr),298.15,72.383,74.894,74.894,0.000,-834.959,-757.027,132.628
Zirconium Oxide (ZrO2),O2Zr1(cr),298.15,56.191,50.359,50.359,0.000,-1097.463,-1039.724,182.155
Zirconium Oxide (ZrO2),O2Zr1(l),298.15,56.191,74.657,74.657,0.000,-1023.155,-972.661,170.406
Zirconium Oxide (ZrO2),"O2Zr1(cr,l)",298.15,56.191,50.359,50.359,0.000,-1097.463,-1039.724,182.155
Ozone (O3),O3(g),298.15,39.238,238.932,238.932,0.000,142.674,163.184,-28.589
Zirconium Oxide (ZrO2),O2Zr1(g),298.15,46.061,273.746,273.746,0.,-286.186,-295.049,51.691
Titanium Oxide (Ti2O3),O3Ti2(cr),298.15,95.814,77.253,77.253,0.000,-1520.884,-1433.829,251.201
Vanadium Oxide (V2O3),O3V2(l),298.15,104.964,152.250,152.250,0.000,-1093.054,-1029.446,180.355
Titanium Oxide (Ti2O3),O3Ti2(l),298.15,94.851,127.126,127.126,0.000,-1418.459,-1346.273,235.861
Titanium Oxide (Ti2O3),"O3Ti2(cr,l)",298.15,95.814,77.253,77.253,0.000,-1520.884,-1433.829,251.201
Lead Silicate (PbSiO3),O3Pb1Si1(cr),298.15,90.040,109.927,109.927,0.000,-1144.993,-1061.094,185.899
Vanadium Oxide (V2O3),O3V2(cr),298.15,104.963,98.067,98.067,0.000,-1218.799,-1139.036,199.554
Sulfur Trioxide (SO3),O3S1(g),298.15,50.661,256.769,256.769,0.,-395.765,-371.016,65.000
Vanadium Oxide (V2O3),"O3V2(cr,l)",298.15,104.963,98.067,98.067,0.000,-1218.799,-1139.036,199.554
Tungsten Oxide (WO3),O3W1(cr),298.15,73.139,75.912,75.912,0.000,-842.909,-764.057,133.860
Tungsten Oxide (WO3),O3W1(l),298.15,73.140,103.508,103.508,0.000,-788.915,-718.291,125.842
Tungsten Oxide (WO3),"O3W1(cr,l)",298.15,73.139,75.912,75.912,0.000,-842.909,-764.057,133.860
Tungsten Oxide (WO3),O3W1(g),298.15,61.005,286.440,286.440,0.,-292.880,-276.798,48.494
Lead Silicate (Pb2SiO4),O4Pb2Si1(cr),298.15,136.984,186.832,186.832,0.000,-1377.875,-1267.007,221.974
Lead Oxide (Pb3O4),O4Pb3(cr),298.15,154.934,211.961,211.961,0.000,-718.686,-601.606,105.399
Zinc Sulfate (ZnSO4),O4S1Zn1(cr),298.15,99.035,110.541,110.541,0.000,-980.144,-868.777,152.206
Zirconium Silicate (ZrSiO4),O4Si1Zr1(cr),298.15,98.659,84.026,84.026,0.000,-2023.951,-1909.475,334.532
Vanadium Oxide (V2O4),O4V2(l),298.15,120.081,173.473,173.473,0.000,-1332.151,-1244.289,217.994
Vanadium Oxide (V2O4),"O4V2(cr,l)",298.15,115.399,103.525,103.525,0.000,-1427.162,-1318.445,230.986
Tantalum Oxide (Ta2O5),O5Ta2(cr),298.15,135.034,143.114,143.114,0.000,-2045.976,-1911.004,334.800
Tantalum Oxide (Ta2O5),"O5Ta2(cr,l)",298.15,135.034,143.114,143.114,0.000,-2045.976,-1911.004,334.800
"Titanium Oxide, Beta (Ti3O5)",O5Ti3(cr),298.15,173.962,157.617,157.617,0.000,-2446.189,-2312.759,405.186
Titanium Oxide (Ti3O5),O5Ti3(l),298.15,173.962,232.446,232.446,0.000,-2289.059,-2177.939,381.566
Vanadium Oxide (VO2),O2V1(g),298.15,43.907,265.269,265.269,0.,-232.630,-241.928,42.385
